,O1 A,O1 A1,O1 B,O1 C,O2,O3,O4,O4.2,O5 ab,O5 ac,O6,O6.2,O6.3,O7,O8,O9,O9 a,O10,O11,O12,O13,O15,O16,O16.2,O16.3,O17,O18 A,O18 A1,O18 A1A2,O18 ab,O18 ac,O18 B,O18 B1,O19 ab,O20 ab,O20 ac,O21,O22,O23 A,O24,O25,O26,O27,O28 ab,O28 ac,O29,O30,O32,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O45 rel,O46,O48,O49,O52,O53,O55,O56,O58,O59,O61,O62,O64,O65,O66,O68,O69,O70,O71,O73,O73 ab,O74,O75,O76,O77,O78,O79,O82,O83,O85,O86,O86.2,O86.3,O87,O88,O90,O91,O96,O97,O98,O99,O100,O101,O102,O103,O104,O105,O107,O108,O109,O110,O111,O112 ab,O112 ac,O113,O114,O115,O116,O117,O118,O119,O120,O121,O123,O124,O125 ab,O126,O126.2,O127,O128 ab,O128 ab.2,O128 ac,O129,O130,O131,O132,O133,O134,O135,O136,O137,O138,O139,O140,O141,O142,O143,O145,O146,O147,O148,O149,O150,O151,O152,O153,O154,O155,O156,O157,O158 ab,O158 ac,O159,O160,O161,O163,O164,O165,O166,O167,O168,O169,O170,O171,O172,O173,O174 ab,O174 ac,O175,O176,O177,O178,O180,O181,O182,O183,O184,O185,O186
O174 ac,1.7223166666666667,1.7223166666666667,2.0013875,1.9222208333333333,1.9097208333333333,2.3251133333333334,1.9819458333333333,1.9708333333333332,1.875,1.9552791666666665,1.9338875,1.684075,1.9338875,1.9680541666666667,2.25,2.25,2.1263875,1.7555541666666665,2.0779625,1.9819458333333333,2.0055541666666667,1.5833333333333333,2.2083333333333335,2.1680541666666664,2.1263875,2.4791666666666665,2.0833333333333335,2.376225,2.5906875,2.2097208333333334,2.0,2.0847208333333334,2.50245,2.35,2.2636083333333334,2.4036500000000003,1.6666666666666667,1.9859633333333335,2.0,2.0,2.0,1.6666666666666667,2.9933333333333336,1.9583333333333333,1.9180541666666666,2.4595583333333333,1.0,1.9675433333333332,2.054386666666667,2.0,2.0,1.9474999999999998,1.9098166666666667,1.9375,1.7868433333333333,2.0625,2.0027791666666666,2.1666666666666665,2.0,1.6666666666666667,2.125,1.9322208333333333,2.1458333333333335,2.0,1.646016666666667,2.5104166666666665,1.9814816666666666,1.6666666666666667,2.1680541666666664,2.0,2.6666666666666665,1.6486124999999998,2.183333333333333,2.0921066666666666,2.4033333333333333,2.216666666666667,1.7585166666666667,1.875,2.503675,2.2361125,1.9320983333333335,1.6666666666666667,2.0,2.3333333333333335,1.8763874999999999,1.9043866666666667,1.9180541666666666,1.83772,1.9689833333333333,1.9027791666666667,1.974075,1.9861125,1.9222208333333333,1.3333333333333333,1.8986124999999998,1.8166666666666667,1.7972208333333333,3.3333333333333335,1.8416666666666668,2.438725,1.9496291666666667,2.4166666666666665,2.6458333333333335,2.25,2.0,2.2708333333333335,1.9333333333333333,2.0847208333333334,1.3333333333333333,1.7944458333333333,2.3333333333333335,1.9819458333333333,2.0208333333333335,1.6722208333333333,1.875,1.7930541666666666,2.216666666666667,1.9,1.9805541666666666,2.1319458333333334,2.1166666666666667,2.0027791666666666,2.0833333333333335,2.609375,2.1041666666666665,1.78,1.6666666666666667,2.0430541666666664,1.9222208333333333,1.9638875,2.0472208333333333,1.8763874999999999,2.6666666666666665,2.25,1.9675433333333332,2.1192966666666666,2.125,2.0222208333333334,1.6666666666666667,1.9660499999999999,1.9805541666666666,2.011908333333333,2.2291666666666665,1.6666666666666667,2.0,1.9430541666666665,1.6666666666666667,2.0458333333333334,2.1680541666666664,2.0055541666666667,1.3333333333333333,2.1333333333333333,1.8166666666666667,2.0875,1.9385966666666665,2.0933333333333333,2.3333333333333335,1.8699083333333333,2.0472208333333333,2.3333333333333335,2.3333333333333335,1.7930541666666666,1.8243500000000001,1.944445,1.8138874999999999,2.609375,2.2708333333333335,2.1263875,2.0385966666666664,1.7398166666666668,2.488970833333333,1.4208333333333334,1.9350866666666666,2.05263,2.0875,0.3333333333333333,0.0,2.1885966666666667,2.2513875,1.9166666666666667,2.0833333333333335,2.1458333333333335,2.0638875,1.3333333333333333,2.2291666666666665,2.0055541666666667,1.8166666666666667,2.1666666666666665
O175,1.9625,1.9625,1.9260424999999999,1.975,1.9083550000000002,2.783333333333333,1.559375,1.825,1.6,1.4026325,1.9921875,1.9671875,1.9671875,1.715625,1.10119,1.0,1.0317875,2.0375,1.8515625,1.5407899999999999,1.8151049999999997,1.4333333333333333,2.0390625,1.484375,1.484375,1.85,1.825,2.4,2.4,1.8380200000000002,1.9,1.8630200000000001,2.4383625,1.3625,1.55,2.288265,2.6333333333333333,1.2,2.46293,2.05,2.7006933333333336,1.5345233333333332,3.4166666666666665,1.68125,1.5407899999999999,2.575,2.1859633333333335,1.8,1.6,2.545283333333333,1.90625,1.9333325000000001,1.740625,1.5,1.8,2.0630200000000003,1.7020825000000002,1.6625,1.4333333333333333,1.4333333333333333,1.721875,1.878125,1.45,1.6,1.9375,2.82014,2.35263,1.90263,1.825,1.675,2.82014,2.2,1.4,1.2,1.9198140000000001,1.39375,1.925,1.6,2.3125,1.7,2.2008766666666664,2.2333333333333334,1.525,1.4375,1.45,1.6,2.0,1.6,2.052605,1.8375,1.9125,1.8375,1.4256575,1.9008766666666665,1.3875,1.6,1.9015625,3.6,1.525,2.3625,1.975,1.9,2.7368066666666664,1.4,1.621875,2.4625,1.392188,1.6125,2.0675433333333335,1.56579,2.6666666666666665,1.8145825000000002,1.7145825000000001,2.05,1.6,1.875,1.4,1.295312,1.68125,1.8541674999999997,1.574976,1.56579,1.68125,2.6041666666666665,2.101725,1.9125,2.066666666666667,1.4317875,1.8747624999999999,1.7497624999999999,1.8247624999999998,2.05,2.8034733333333333,1.81875,0.8,1.77152,1.696875,2.0052075,1.8666666666666667,2.5,1.4026325,1.7166666666666666,2.276725,2.55,1.9770825000000003,1.9083325000000002,1.675,1.7597225,1.29581,1.4006574999999999,1.5345233333333332,1.7823520000000002,2.0625,1.9375,1.4,2.025,2.816666666666667,2.075,1.4526325,2.536806666666666,2.8333333333333335,2.025,1.9802075000000001,1.8666666666666667,1.41842,2.5708333333333333,1.7625,1.9651049999999999,1.6,1.9,2.0,2.0,1.573438,1.4,1.8140625,2.0833333333333335,2.1885966666666667,0.0,1.3,1.475,1.394531,1.5006575,2.0151049999999997,2.2350866666666667,1.91293,1.475,1.2,1.6
O176,1.9375,1.9375,1.75,1.95703125,1.72558625,2.9616208333333334,1.5,2.0,1.25,1.25,1.48828125,1.48828125,1.48828125,1.5,0.7605029166666667,0.9256575,0.75,2.1875,1.75,1.5,1.75,1.5416666666666667,2.0,1.5,1.5,1.0,1.75,2.25,2.25,2.0,1.75,2.0,2.5,1.425,1.5,2.4135,2.7927625,1.68125,2.5,2.3805541666666667,2.960525,1.6287875000000003,3.545291666666667,1.75,1.5,2.5,2.1680541666666664,1.85,1.867935,2.5460541666666665,2.0,2.0,1.5,1.25,2.1,2.0,1.75,1.0,1.5416666666666667,1.5416666666666667,1.5,2.0,1.25,1.75,1.96484375,3.0,2.3805541666666667,1.8777791666666666,1.5,1.5,2.9671041666666667,2.25,1.475,1.4328949999999998,1.5004625,1.4256575,1.75,1.25,1.5,0.5,2.294445833333333,2.2916666666666665,1.25,0.5,1.25,1.752175,2.0,1.85,1.99316375,1.75,1.6875,1.75,1.5,1.9208333333333334,1.25,1.65,1.99932875,3.75,1.5,2.25,2.0,1.5,2.9583333333333335,1.201315,1.5,2.4355,1.475,1.5,2.3361125,1.5,2.9583333333333335,1.97357125,1.97357125,1.9848637500000001,1.5,1.75,1.5,1.5,1.75,1.5,1.7625,1.5,1.75,3.0416666666666665,1.75,1.75,2.0208333333333335,1.0,1.9765625,1.75,1.9765625,1.75,2.960525,1.75,1.42777,1.75,1.5,1.75,1.8333333333333333,2.4583333333333335,1.25,1.8333333333333333,2.4524999999999997,2.4594291666666668,1.5,1.5,1.7291666666666667,1.5,1.0,1.5,1.6287875000000003,1.8135875,1.97265625,1.9667975,1.525,1.95703125,3.0833333333333335,2.0,1.25,2.9583333333333335,2.9583333333333335,2.0,2.0,1.9166666666666667,1.25,3.0,1.5,1.75,1.9934775000000002,2.0,2.0,2.0,1.771875,1.696875,1.9667975,2.1263875,2.2513875,1.3,0.0,1.5,1.525,1.25,2.0,2.2916666666666665,1.9705,1.5,1.325,1.75
O177,1.470215,1.470215,1.5,1.25,1.5,2.4583333333333335,0.5,1.0,1.5,1.25,1.98339875,1.9668575000000001,1.98339875,1.75,1.5,1.45,1.25,1.25,2.0,0.75,1.25,0.72417375,1.75,1.25,1.25,2.0,1.7250975,2.2188,2.2175000000000002,1.7109375,1.7250975,1.7109375,2.2075,1.5,1.75,2.625,2.625,1.65,2.2,2.2972208333333333,2.0657875000000003,1.0,3.5525374999999997,1.0,1.25,2.1738,2.1041666666666665,2.05,1.525,2.5,2.0,1.75,1.70703125,1.25,1.6,1.6875,1.75,2.0,1.257575,1.0915958333333333,1.75,1.72119125,1.5,1.25,1.72412125,2.5416666666666665,2.25,2.0472208333333333,1.75,1.7083333333333333,2.9583333333333335,1.5,1.7,1.3,2.2625,1.225,1.75,1.25,2.4575,1.9609375,2.0472208333333333,1.8972208333333331,1.75,1.5,1.5,1.85,2.0,2.1,1.5,1.75,1.5,1.75,1.25,1.9166666666666667,1.25,1.7,1.75,3.0,1.20833375,2.25,1.0,2.0,3.0,1.55,1.75,1.9575,1.6,1.25,1.875,1.25,2.7960541666666665,2.0,2.25,1.75,1.5,1.5,1.55,1.6,1.20833375,1.7287599999999999,1.6,1.5,1.25,2.8333333333333335,2.2175000000000002,1.25,1.7111124999999998,1.25,1.98339875,1.98339875,1.98339875,1.47461,2.9583333333333335,1.75,1.3,1.575,1.75,1.25,2.0833333333333335,2.5989583333333335,0.75,1.5073958333333335,2.4074999999999998,2.273025,1.7250975,1.5,1.5833333333333333,1.73559625,1.25,0.75,1.25,1.525,1.5,1.75,1.7,1.25,2.5833333333333335,1.75,1.25,2.6041666666666665,2.523025,1.5,1.75,1.5416666666666667,1.25,2.8333333333333335,1.75,1.953125,1.7760874999999998,1.75,2.25,1.75,1.65,1.325,1.75,1.8333333333333333,1.9166666666666667,1.475,1.5,0.0,1.75625,1.25,1.98461875,2.0888875,2.25,1.0,1.525,1.25
O178,2.0630200000000003,2.0380200000000004,2.2,2.2,2.025,2.933333333333333,1.796875,2.3,1.1,1.425,1.8625,1.8125,1.7875,1.7296875,1.7666666666666666,1.6,1.73125,2.23802,2.0,1.68125,2.225,1.6791666666666667,2.2255200000000004,1.75625,1.73125,2.15052,2.0416675,2.5409475,2.5409475,2.103645,2.0166674999999996,2.103645,2.4646549999999996,1.6,1.3,2.055355,2.466666666666667,1.3929690000000001,2.55,2.3333333333333335,2.9,1.5666666666666667,3.355746666666667,1.88125,1.78125,2.7,2.0701766666666668,1.38125,2.0,2.8604166666666666,1.55,1.8505200000000002,1.878125,1.4375,1.968,2.1255200000000003,2.05,2.0885425,1.7666666666666666,1.7666666666666666,1.4539475,1.775,1.3172774999999999,1.8,1.890625,2.9833333333333334,2.466666666666667,2.00351,2.15,1.60119,3.1006933333333335,2.225,1.3375,1.4,2.3,1.575,1.9270825000000003,1.325,2.4625,1.975,2.1666666666666665,2.216666666666667,1.201315,1.65625,1.351315,1.6,1.95,1.381836,2.215105,1.7583325000000003,2.1005200000000004,1.8833325000000003,1.5,2.2333333333333334,1.2839,1.2,2.0630200000000003,3.8,1.625,2.75,2.2,1.55,2.69375,1.2,1.15,2.4900849999999997,0.975,1.525,2.2333333333333334,1.47507,2.6694433333333336,1.6760424999999999,1.4760425,1.7401049999999998,1.1,1.95,1.35293,1.173633,1.85,1.9546875,1.7968,1.504085,1.790625,2.568056666666666,2.327155,1.9291674999999997,2.3666666666666667,1.65625,1.7625,1.8375,1.8125,2.275,2.8,1.66875,1.4,1.76336,1.4539475,2.225,1.4335033333333334,2.0675433333333335,1.53125,1.7024516666666665,2.0625,2.884723333333333,2.065105,2.0770825000000004,1.60119,1.5791675,1.3,1.68125,1.5666666666666667,2.0,2.13802,1.96875,0.983716,2.25,2.75,2.15,1.53125,2.7666666666666666,2.6361100000000004,2.0,1.85,1.9333333333333333,1.4019725,2.60139,1.534375,2.125,1.9439999999999997,1.8135424999999998,2.489655,1.9635424999999997,1.2,1.559961,2.190105,1.7833333333333334,2.0833333333333335,1.394531,1.525,1.75625,0.0,1.1894725000000002,2.175,2.033333333333333,2.1051724999999997,1.7,1.0,1.825
O180,1.4375,1.4375,1.75,1.75,1.25,3.0,1.5,1.9827875000000001,1.5,1.25,1.737915,1.737915,1.737915,1.7109375,1.6287875000000003,1.6256574999999998,1.5,1.9375,2.0,1.25,1.75,1.6287875000000003,1.95703125,1.4839674999999999,1.484375,1.96777375,1.7407225,2.232,2.232,1.7480475,1.7407225,1.7480475,2.24364,1.65,1.5,2.4135,2.7094291666666663,1.475,2.5,2.4222208333333333,2.8125,1.4393958333333334,3.52355,1.5,1.484375,2.5,1.9583333333333333,1.6157899999999998,1.825,2.7916666666666665,1.96875,1.956055,1.75,1.0,2.0,1.95703125,2.0,1.9375,1.6287875000000003,1.6287875000000003,1.5,1.7265625,1.0,1.75,1.73815875,3.0460541666666665,2.4222208333333333,2.0875,2.0,1.5871208333333335,3.043858333333333,2.25,1.376315,1.509375,2.3,1.475,1.95703125,1.25,2.42,1.75,2.125,2.0458333333333334,1.25,1.48611125,1.25,1.8168475000000002,1.75,1.6157899999999998,1.9667975,1.75,2.0,1.75,1.5,2.2083333333333335,1.25,1.425,1.75,3.25,1.5,2.5,1.75,1.5,2.9791666666666665,1.4,1.25,1.9651975,1.17583,1.25,2.2083333333333335,1.25,2.7532875000000003,1.75,1.75,1.75,1.25,1.9375,1.325,1.418975,1.75,1.75,1.85,1.25,1.5,2.9166666666666665,2.25,1.75,2.2916666666666665,1.5,1.96875,1.96875,1.96875,1.75,2.9166666666666665,1.75,1.30329,1.6021750000000001,1.5,1.75,1.585229166666667,2.0833333333333335,1.0,1.5048083333333333,2.23426,2.7291666666666665,1.75,1.75,1.5871208333333335,1.73681625,1.25,1.0,1.375,1.8255425000000003,2.125,1.703125,1.2526325,1.75,3.0416666666666665,2.0,1.25,2.8125,2.732454166666667,1.95703125,2.0,1.9166666666666667,1.25,2.9166666666666665,1.5,2.0,1.916305,1.5,2.465,1.75,1.675,1.61875,1.97265625,2.1041666666666665,2.1458333333333335,1.5006575,1.25,1.25,1.1894725000000002,0.0,2.0,2.0847208333333334,2.4684999999999997,1.5,1.41842,1.75
O181,1.75,1.75,2.0,1.9609375,1.75,2.447366666666667,1.5,1.25,2.0,2.0,1.9609375,1.9609375,1.9609375,1.75,2.2961291666666668,2.3,2.2109375,2.16015625,1.5,1.75,1.981445,2.0625,1.89453125,1.75,1.75,1.97265625,1.75,2.17,2.3475,1.7413325,1.75,1.7413325,2.2165125000000003,2.35,2.25,2.4575,2.8541666666666665,1.9526049999999997,1.9583599999999999,2.3986125,2.1875,2.0,3.2545291666666665,1.98461875,2.0,2.1952,2.4208333333333334,2.0510425,2.1885424999999996,2.5,1.9609375,1.96191375,1.75,1.9609375,1.8385424999999997,1.988525,1.75,2.1909175000000003,2.2291666666666665,2.1041666666666665,1.75,1.5,2.0,2.230225,1.5,2.6875,2.3464833333333335,1.875,1.75,2.1056541666666666,3.0625,1.75,2.175,2.2375,2.352315,2.3,1.75,2.0,2.6025,2.0,1.9583333333333333,2.1875,2.0,2.2182612500000003,1.75,2.065105,1.75,1.9296875,1.96484375,2.0,2.1875,2.0,1.980225,1.9166666666666667,2.0,2.025,2.0,3.6875,1.6937250000000001,2.6425,1.9609375,2.0,2.5932,1.9526049999999997,2.0,2.4125,2.065105,2.0,1.8125,1.75,2.17215,1.5,1.5,1.5,2.0,1.9111325,2.003125,1.9401049999999997,1.9375,1.97265625,2.2791675,2.0,1.75,2.5582291666666666,2.21,2.1696774999999997,2.2708333333333335,2.2109375,2.0,2.0,2.0,1.9930425,2.5932,2.2182612500000003,1.8151049999999997,2.1020825000000003,1.75,1.98016375,2.1666666666666665,2.279166666666667,1.96875,2.1904749999999997,2.45311625,2.6260958333333333,1.970825,1.9375,1.8988083333333332,1.99902375,2.0,1.99414,1.815475,2.215105,1.9956975,1.72265625,2.175,2.0,2.919954166666667,1.25,2.0,2.3333333333333335,2.294954166666667,1.9111325,1.75,2.1294625000000003,1.75,2.6415625,2.0,1.918945,2.1,1.5,2.4299999999999997,1.5,2.0776049999999997,1.9286450000000002,1.7109375,2.2291666666666665,2.0638875,2.0151049999999997,2.0,1.98461875,2.175,2.0,0.0,1.8347208333333331,2.46516,2.25,2.0401049999999996,1.5
O182,1.9320374999999999,2.0153708333333333,2.316666666666667,2.2138875,1.9720375,2.28599,2.1875,2.0416666666666665,1.9403708333333334,2.0537041666666664,2.0195375,1.9166666666666667,1.936204166666667,2.125,2.3333333333333335,2.45,2.3958333333333335,2.137779166666667,2.0,2.1875,2.3180541666666667,2.0,2.4833333333333334,2.3958333333333335,2.3958333333333335,2.6305541666666667,2.125,2.4583333333333335,2.650733333333333,2.1666666666666665,2.125,2.2083333333333335,2.3602958333333333,2.533333333333333,2.25,2.402991666666667,2.5751950000000003,2.066666666666667,2.1041666666666665,2.6141983333333334,2.0,1.6666666666666667,3.0,2.0888875,2.2291666666666665,2.3553916666666663,1.5833333333333333,1.9017533333333332,2.221053333333333,2.0,1.9778708333333335,1.74315,2.125,1.8777791666666666,1.7052633333333334,2.125,2.0849083333333334,2.4375,2.3333333333333335,2.0,2.2916666666666665,1.683425,2.0847208333333334,2.2636083333333334,1.6532416666666665,2.3333333333333335,2.3004116666666667,1.0,2.2515750000000003,2.0,3.0,2.0110166666666665,2.05351,2.321053333333333,2.453333333333333,2.45,1.9388874999999999,1.8570375,2.795341666666667,2.3625000000000003,1.3333333333333333,1.6666666666666667,1.8583333333333334,2.5,1.5444458333333333,1.9609433333333333,1.7986125,1.9350866666666666,2.0652791666666666,2.1736125,2.384720833333333,2.1736125,2.0472208333333333,1.3333333333333333,2.1875,1.6008766666666667,1.9430541666666665,3.598483333333333,1.8805541666666665,2.9019625,2.2138875,2.25,2.3333333333333335,2.2,2.0847208333333334,2.3541666666666665,1.8701766666666666,2.1875,1.3333333333333333,1.7722208333333331,1.6666666666666667,1.6666666666666667,1.7986125,1.7527791666666666,1.9403708333333334,1.5638874999999999,2.066666666666667,1.90351,2.0472208333333333,2.0933333333333333,2.4692966666666667,1.9805541666666666,2.2972208333333333,2.9315599999999997,2.2083333333333335,2.2186125000000003,2.28498,2.3958333333333335,2.220925,2.1792583333333333,2.137591666666667,2.2111125,2.3333333333333335,2.5,2.0017533333333333,2.1666666666666665,2.2916666666666665,2.275,1.6666666666666667,1.6666666666666667,1.8462041666666666,2.180275,2.1467,2.0,2.125,1.8078708333333333,1.6666666666666667,2.1708333333333334,2.2916666666666665,2.2972208333333333,1.6666666666666667,2.3359633333333334,1.8819458333333332,2.2125,2.05351,2.293241666666667,2.9075516666666665,1.9166666666666667,2.0537041666666664,2.3333333333333335,1.6666666666666667,1.5638874999999999,1.8887958333333332,1.6666666666666667,1.9791666666666667,2.9315599999999997,2.2916666666666665,2.0833333333333335,2.183333333333333,1.7111124999999998,2.482841666666667,1.17,2.283333333333333,2.2,2.2125,1.6666666666666667,1.3333333333333333,2.2350866666666667,2.2916666666666665,2.0888875,2.033333333333333,2.0847208333333334,1.8347208333333331,0.0,2.378675,2.2972208333333333,1.9,2.2972208333333333
O183,2.25,2.25,2.25,2.435,2.4370000000000003,2.7565791666666666,2.0,2.1875,2.4121725,2.25,2.4516,2.4516,2.4516,1.9522,2.0833333333333335,1.975,1.75,2.4665,1.9738,2.0,2.4375,2.2340666666666666,2.1875,2.0,2.0,1.75,2.4183,2.57492,2.44992,2.4115,2.4183,2.4115,2.535,2.775,2.575,2.58729875,2.0504374999999997,2.02543,2.4261162499999998,2.6041666666666665,2.8991208333333334,2.507354166666667,3.4375,2.5,2.25,2.47656,2.446079166666667,2.265085,2.51293,2.6469291666666668,2.16,2.19504,2.1790000000000003,2.42462,2.475,2.25,2.19878,1.7325,2.420341666666667,2.4620083333333334,2.16,2.1875,2.375,2.5,2.3703000000000003,2.6875,2.8186291666666663,2.357841666666667,1.9375,2.7120083333333334,3.2094291666666663,2.0,2.5655175,2.4892250000000002,2.1625,2.575,2.177,2.43262,2.1627,1.9375,2.4240208333333335,2.481616666666667,2.207,1.75,2.4527075,2.3159475,2.4787999999999997,2.302155,2.4223,2.21238,2.0,2.21238,2.1952,2.2781875,2.19252,2.38793,2.425,3.6875,2.4314999999999998,2.4775,2.4375,2.6375,2.5625,2.5396549999999998,2.205,2.0,2.1452575,2.45696,2.5625,2.4435599999999997,2.982454166666667,2.3978200000000003,2.22772125,2.47131,2.4121725,2.0,2.4146549999999998,2.1452575,2.5,2.42,2.175,2.4435599999999997,2.25,2.1085541666666665,2.2362599999999997,2.0,2.6041666666666665,2.0,1.9575,1.9575,1.9575,2.25,2.6875,2.0,2.5125,2.389655,2.16,2.2175000000000002,2.4375,2.2781875,2.4299999999999997,2.5208333333333335,1.7421799999999998,2.548245833333333,2.4183,2.45676375,2.670341666666667,2.1938325,2.2175000000000002,2.25,2.507354166666667,2.4633625,2.215,2.0,2.2172425000000002,2.4375,2.2741208333333334,2.4449325,2.4299999999999997,2.6875,2.8157875000000003,2.2075,2.39654375,2.7291666666666665,2.2485999999999997,2.1085541666666665,2.4699999999999998,2.1724,2.5431025,2.47592,1.0,2.3475,2.3125,2.525,2.0,2.128675,2.2291666666666665,1.91293,1.9705,2.25,2.1051724999999997,2.4684999999999997,2.46516,2.378675,0.0,2.25,2.2702575,2.25
O184,1.75,1.75,1.75,1.5,1.75,2.5833333333333335,1.25,1.75,1.25,1.0,1.75,1.75,1.75,1.75,1.5,1.45,1.25,1.7265625,1.7129512500000001,1.25,1.75,1.257575,1.75,1.25,1.25,2.0,1.9765625,2.4625,2.4625,1.953125,1.9765625,1.953125,2.4524999999999997,1.6,1.75,2.625,2.6710541666666665,1.65,2.3925,2.2972208333333333,2.7916666666666665,1.4166666666666667,3.5525374999999997,1.25,1.25,2.45052,2.3388875,2.0,1.7,2.3793875,2.0,2.0,1.75,1.5,1.6380424999999998,1.75,1.5,2.0,1.257575,1.257575,1.75,1.9824225,1.5,1.25,1.98339875,2.7127208333333335,2.2972208333333333,2.2972208333333333,1.75,1.5416666666666667,2.9583333333333335,1.75,1.6532899999999997,1.3,2.3,1.45,1.5,1.25,2.4575,1.89453125,2.2972208333333333,2.1666666666666665,1.5,1.5,1.75,1.9771750000000001,2.25,2.0,1.75,1.73736625,1.25,1.73736625,1.25,2.0416666666666665,1.25,1.825,2.0,3.25,1.25,2.25,1.5,1.75,3.0,1.675,1.75,2.25,1.6,1.5,2.0416666666666665,1.5,2.9627208333333335,2.0,2.0,1.75,1.5,1.75,1.6532899999999997,1.6,1.25,1.75,1.925,1.5,1.25,2.8333333333333335,1.9617525,1.5,1.9194458333333333,1.0,1.98046875,1.75,1.98046875,1.7207025,2.9583333333333335,1.75,1.475,1.8,1.75,1.75,2.0,2.6666666666666665,1.25,1.7147416666666668,2.4825,2.4638166666666668,1.7265625,1.75,1.7083333333333333,1.9787599999999999,1.5,1.0,1.4166666666666667,1.75,1.75,1.75,1.7,1.25,2.5833333333333335,1.75,0.99845625,2.60965,2.9627208333333335,1.5,2.0,1.7083333333333333,1.25,2.9583333333333335,1.75,1.75,1.925,1.75,2.25,2.0,1.65,1.475,1.75,2.0055541666666667,2.0055541666666667,1.475,1.5,1.0,1.7,1.5,2.25,2.2972208333333333,2.25,0.0,1.4506575,1.25
O185,1.9125,1.9125,2.0625,2.025,1.8822924999999997,2.8333333333333335,1.6125,2.125,0.9002074999999999,0.9330325,1.65575,1.6307500000000001,1.65575,1.7307299999999999,1.6,1.5882809999999998,1.56579,2.0375,1.6052075000000001,1.6125,2.1401049999999997,1.3702366666666668,2.190105,1.6125,1.6125,2.2,1.9520825000000002,2.601725,2.576725,2.0375,2.0270825,2.0375,2.5021549999999997,1.6,1.45,2.25,2.5708333333333333,1.380664,2.2875,2.316666666666667,2.8333333333333335,1.4333333333333333,3.302873333333333,1.68125,1.6125,2.6125,1.9166666666666667,1.4,1.8,2.69514,1.5855475,1.7270825000000003,1.9020825000000001,1.3343824999999998,1.8,2.0875,1.875,2.0875,1.5345233333333332,1.5345233333333332,1.559375,1.7584849999999999,1.3875,1.6,1.65,2.7333333333333334,2.3833333333333333,2.066666666666667,2.15,1.40238,3.033333333333333,1.9041674999999998,1.2,1.4,2.30833,1.5882809999999998,1.65,1.1751375,2.6625,1.8765625,2.1666666666666665,2.1,1.225,1.675,1.475,1.4,1.9,1.38125,1.9921875,1.7375,1.7015625,1.7625,1.4375,2.1,1.2625,1.371484,1.9760424999999997,3.6,1.475,2.63793,2.025,1.600615,2.60139,1.391797,1.475,2.3625,0.8,1.5407899999999999,2.1,1.4317875,2.7333333333333334,1.6401049999999997,1.6,1.7375,1.2001374999999999,2.05,1.4,0.8,1.68125,1.95625,1.918,1.4317875,1.68125,2.6868066666666666,1.8280175,1.8765625,2.2,1.31894,1.775,1.625,1.775,2.0875,2.703473333333333,1.665625,1.2,1.764,1.434375,2.090105,1.5541666666666667,2.26842,1.4526325,1.8335783333333333,2.1297425,2.716666666666667,1.8520825000000003,1.7836375,1.5666666666666667,1.6713974999999999,1.5026325,1.525,1.4333333333333333,1.8,2.0625,2.0052075,1.194531,2.0,2.7,1.975,1.3526325,2.5,2.7666666666666666,2.0,1.8,1.7416666666666667,1.39079,2.653473333333333,1.5625,1.8875,1.7776,2.0151049999999997,2.552155,1.9375,1.2,1.4,2.1052075,1.7,1.8166666666666667,1.2,1.325,1.525,1.0,1.41842,2.0401049999999996,1.9,2.2702575,1.4506575,0.0,1.65
O186,1.75,1.75,2.0,1.75,2.0,2.6666666666666665,1.0,1.5,1.5,1.5,2.0,2.0,2.0,2.0,1.7083333333333333,1.65,1.5,1.75,1.75,1.25,1.9765625,1.4166666666666667,1.5,1.0,1.0,1.96777375,1.74707,2.215,2.215,1.5,1.74707,1.5,2.0,1.632895,2.0,2.875,2.875,1.4,2.0,2.3125,2.5109666666666666,1.4166666666666667,3.503625,1.25,1.5,2.1875,2.375,1.9,1.875,2.7916666666666665,2.0,1.75,2.0,1.75,1.8,1.7109375,1.75,2.0,1.4166666666666667,1.4166666666666667,1.5,1.9824225,1.75,1.25,2.0,2.5021916666666666,2.375,2.2972208333333333,1.5,1.7083333333333333,2.9791666666666665,1.7265625,1.825,1.475,2.2375,1.65,1.75,1.5,2.4074999999999998,1.9921875,2.091666666666667,2.1666666666666665,1.75,1.5,1.75,2.05,2.0,1.84375,1.75,1.953125,1.75,1.953125,1.25,2.0416666666666665,1.5,1.825,2.25,3.25,1.0,2.4375,1.75,1.75,2.710525,1.7,1.75,2.25,1.65,1.5,1.9388874999999999,1.5,2.638733333333333,2.0,2.0,2.0,1.5,1.75,1.7,1.575,1.25,1.9824225,1.95,1.5,0.5,2.5833333333333335,2.2024999999999997,1.75,2.0833333333333335,1.5,1.75,1.75,1.75,1.7109375,2.7521916666666666,1.5,1.575,1.85,1.5,1.72265625,2.0,2.5027791666666666,1.5,1.875,2.25,2.75,1.99414,2.0,1.7083333333333333,2.25,1.75,1.0,1.4166666666666667,1.9,2.0,1.75,1.825,1.75,2.6666666666666665,1.75,1.5,2.5910083333333334,2.9714916666666666,1.75,1.98339875,1.7083333333333333,1.25,2.5416666666666665,1.75,1.75,2.05,2.0,2.25,2.0,1.525,1.45,1.75,2.2083333333333335,2.1666666666666665,1.6,1.75,1.25,1.825,1.75,1.5,2.2972208333333333,2.25,1.25,1.65,0.0
